Sender_Account_Num,R,F,M,importance_flag,cluster_label
38171,1,3,2,Low,2
38184,4,3,2,High,3
38187,4,1,3,Mid,1
38188,4,3,2,High,3
38193,1,1,3,Low,7
38199,1,2,2,Low,5
38214,4,4,2,High,2
38226,4,2,4,High,3
38232,1,1,4,Low,5
38240,4,2,2,Mid,9
38247,4,1,4,Mid,3
38288,1,3,3,Low,2
38289,4,3,4,High,4
38292,1,2,1,Low,1
38302,4,3,3,High,4
38315,4,3,2,High,4
38320,4,1,3,Mid,3
38359,4,2,3,High,4
38365,1,2,4,Low,5
38369,1,1,1,Low,2
38372,1,1,4,Low,8
38394,4,4,4,High,5
38408,4,1,4,Mid,1
38419,4,4,1,High,4
38429,4,3,1,High,5
38433,1,2,1,Low,5
38435,4,3,1,High,1
38448,4,3,4,High,3
38455,4,3,2,High,9
38461,1,2,2,Low,3
38476,4,2,3,High,3
38480,4,4,2,High,0
38494,4,2,3,High,5
38526,4,4,3,High,0
38533,4,1,2,Mid,2
38534,4,4,2,High,4
38552,4,4,4,High,1
38580,4,1,4,Mid,3
38583,4,1,2,Mid,2
38625,4,4,1,High,0
38646,4,4,4,High,8
38651,4,4,4,High,8
38659,4,3,1,High,2
38663,4,3,2,High,4
38707,4,2,3,High,3
38709,4,4,3,High,0
38712,1,3,3,Low,3
38742,4,1,2,Mid,5
38745,4,1,2,Mid,1
38747,4,1,4,Mid,2
38748,4,4,2,High,0
38764,4,1,1,Mid,4
38780,1,1,1,Low,10
38790,4,2,4,High,1
38797,1,2,4,Low,8
38820,4,2,3,High,5
38858,4,1,3,Mid,3
38881,4,2,3,High,2
38905,4,3,1,High,1
38906,4,4,4,High,0
38962,1,2,1,Low,7
38966,4,4,3,High,8
38982,4,3,4,High,3
38983,4,1,2,Mid,6
38984,4,3,4,High,2
38986,4,2,1,Mid,9
39017,4,1,1,Mid,4
39027,4,1,2,Mid,4
39033,4,2,4,High,5
39034,4,4,4,High,8
39037,4,2,2,Mid,4
39040,4,2,2,Mid,1
39078,4,4,2,High,0
39083,4,3,2,High,3
39097,4,2,4,High,2
39101,4,2,1,Mid,4
39108,4,3,2,High,9
39111,4,4,2,High,0
39119,4,3,4,High,3
39129,4,1,4,Mid,7
39131,4,4,2,High,0
39151,1,3,3,Low,5
39160,1,1,4,Low,4
39190,4,1,3,Mid,1
39192,4,3,2,High,9
39218,4,1,1,Mid,7
39233,4,1,1,Mid,3
39239,4,4,2,High,0
39252,4,1,2,Mid,3
39262,4,4,1,High,6
39298,4,4,2,High,6
39300,4,2,2,Mid,3
39301,4,3,2,High,9
39315,4,2,4,High,5
39316,1,1,1,Low,1
39321,4,2,1,Mid,4
39335,4,3,1,High,5
39347,4,3,3,High,8
39354,4,1,1,Mid,1
39372,4,4,2,High,0
39383,4,1,1,Mid,4
39388,4,3,4,High,4
39399,4,4,4,High,6
39416,4,1,1,Mid,1
39427,4,1,3,Mid,2
39437,4,4,3,High,0
39452,4,4,2,High,0
39464,4,2,4,High,3
39467,4,1,1,Mid,1
39470,4,2,4,High,9
39483,4,3,4,High,2
39495,4,3,4,High,1
39498,4,1,1,Mid,1
39511,4,3,3,High,4
39518,4,3,2,High,9
39521,1,1,4,Low,4
39527,4,3,3,High,3
39540,4,4,2,High,7
39543,4,4,3,High,8
39555,4,3,3,High,2
39565,1,1,3,Low,3
39566,4,4,4,High,2
39567,4,2,2,Mid,9
39577,1,1,4,Low,5
39589,4,3,3,High,5
39595,4,3,2,High,2
39596,4,4,2,High,4
39597,4,4,3,High,5
39605,4,2,4,High,3
39618,4,2,2,Mid,6
39637,1,3,2,Low,4
39676,4,1,2,Mid,3
39680,4,2,1,Mid,7
39683,4,4,3,High,0
39688,1,2,3,Low,2
39690,1,1,1,Low,2
39698,4,1,2,Mid,4
39706,4,4,2,High,2
39707,4,1,3,Mid,2
39733,4,3,4,High,3
39736,4,3,1,High,9
39739,4,1,1,Mid,3
39754,4,1,1,Mid,3
39779,1,3,4,Low,2
39780,4,3,3,High,8
39782,1,1,2,Low,7
39803,4,4,3,High,0
39817,1,1,3,Low,4
39829,4,3,1,High,4
39834,1,3,4,Low,5
39841,4,4,2,High,0
39877,4,3,4,High,2
39906,4,3,2,High,2
39927,1,1,2,Low,4
39937,4,3,2,High,1
39945,4,3,4,High,2
39953,4,4,4,High,8
39956,4,3,4,High,8
39970,4,2,4,High,5
39989,4,3,1,High,9
39993,4,1,2,Mid,4
40047,4,3,4,High,2
40051,4,3,1,High,10
40054,4,2,2,Mid,7
40080,1,2,3,Low,9
40083,4,2,1,Mid,2
40106,4,3,2,High,2
40131,4,4,4,High,6
40136,4,2,1,Mid,1
40137,4,3,3,High,4
40141,4,3,4,High,10
40160,4,2,4,High,2
40207,4,2,2,Mid,1
40225,4,4,4,High,0
40243,4,1,1,Mid,3
40246,4,2,2,Mid,3
40249,4,3,2,High,3
40254,1,1,4,Low,3
40288,4,1,2,Mid,6
40289,4,2,1,Mid,7
40308,1,1,2,Low,5
40321,4,4,3,High,5
40331,4,2,3,High,6
40356,1,3,1,Low,7
40367,4,2,2,Mid,10
40371,4,2,2,Mid,3
40373,4,4,1,High,0
40392,4,4,1,High,0
40396,4,2,1,Mid,2
40407,4,4,3,High,8
40409,4,3,3,High,8
40444,4,2,2,Mid,7
40451,4,1,4,Mid,3
40454,4,4,1,High,0
40456,1,2,3,Low,10
40459,4,4,4,High,2
40461,4,3,1,High,4
40474,4,2,3,High,2
40494,4,3,3,High,4
40521,4,4,2,High,8
40532,4,4,3,High,0
40536,1,1,4,Low,5
40538,4,4,4,High,5
40565,4,1,4,Mid,6
40576,4,4,4,High,2
40598,4,2,2,Mid,1
40602,1,3,2,Low,5
40610,4,4,4,High,8
40634,4,3,3,High,3
40636,4,4,1,High,2
40644,4,4,3,High,2
40665,4,4,4,High,5
40679,1,3,4,Low,6
40683,4,2,2,Mid,1
40695,4,1,4,Mid,3
40706,4,1,3,Mid,4
40716,1,3,3,Low,2
40735,4,4,4,High,0
40739,4,2,2,Mid,7
40745,4,2,1,Mid,7
40752,4,4,1,High,0
40771,4,4,1,High,0
40775,4,4,3,High,0
40827,1,3,2,Low,7
40828,4,4,2,High,0
40829,4,3,4,High,2
40836,4,4,3,High,8
40895,1,2,2,Low,2
40896,4,3,3,High,4
40901,4,4,4,High,8
40903,4,2,3,High,5
40913,4,4,3,High,2
40921,4,3,3,High,7
40926,4,3,1,High,3
40933,4,1,2,Mid,2
40940,4,4,4,High,0
40951,4,4,3,High,5
40953,4,4,4,High,8
40959,4,3,3,High,4
40965,4,2,1,Mid,4
40966,4,1,1,Mid,3
41000,4,2,1,Mid,9
41027,4,4,1,High,2
41032,4,2,1,Mid,1
41042,4,4,4,High,2
41067,4,4,3,High,5
41075,4,3,4,High,3
41088,4,4,3,High,8
41093,4,4,2,High,0
41100,4,2,1,Mid,5
41113,1,1,4,Low,4
41130,4,4,3,High,0
41138,4,3,3,High,2
41147,4,1,1,Mid,2
41165,4,1,1,Mid,4
41170,4,1,1,Mid,3
41202,4,3,2,High,4
41205,4,3,3,High,6
41230,4,4,2,High,0
41238,4,4,4,High,2
41275,4,2,2,Mid,3
41283,4,2,3,High,7
41304,4,2,2,Mid,4
41347,1,1,1,Low,10
41359,4,4,1,High,2
41360,4,1,1,Mid,3
41369,1,1,4,Low,4
41378,1,1,1,Low,1
41386,1,1,1,Low,7
41401,4,4,4,High,8
41404,1,1,3,Low,8
41434,4,4,2,High,2
41458,4,3,3,High,3
41463,4,3,1,High,1
41467,4,3,1,High,0
41469,4,2,3,High,3
41487,4,1,1,Mid,1
41495,1,2,4,Low,4
41505,4,4,3,High,0
41513,1,2,3,Low,1
41518,4,1,1,Mid,3
41523,4,1,1,Mid,1
41545,4,4,4,High,0
41560,4,3,4,High,3
41588,1,1,4,Low,1
41590,4,1,3,Mid,3
41594,4,1,1,Mid,9
41621,4,1,2,Mid,3
41657,4,1,2,Mid,1
41682,4,1,3,Mid,1
41688,4,4,1,High,0
41707,4,4,3,High,2
41718,4,4,4,High,2
41750,4,1,1,Mid,4
41784,4,4,3,High,0
41792,4,1,3,Mid,3
41816,4,1,4,Mid,4
41830,4,3,2,High,3
41833,4,4,3,High,8
41846,4,2,2,Mid,3
41864,4,4,3,High,0
41865,1,1,1,Low,1
41873,4,4,2,High,2
41889,4,3,3,High,5
41893,1,1,1,Low,9
41936,1,1,1,Low,3
41950,4,2,1,Mid,4
41952,4,4,2,High,2
41967,4,1,1,Mid,2
41980,4,4,4,High,0
41986,1,1,3,Low,3
41988,4,3,2,High,2
42023,1,3,2,Low,2
42026,4,2,2,Mid,3
42040,4,2,4,High,3
42056,4,3,3,High,3
42065,4,2,1,Mid,1
42085,4,4,4,High,6
42102,1,1,3,Low,3
42104,1,1,1,Low,1
42134,4,4,3,High,6
42141,4,3,2,High,4
42143,4,1,2,Mid,5
42172,1,2,1,Low,4
42193,4,3,2,High,5
42196,1,2,1,Low,7
42247,4,4,2,High,2
42289,4,1,3,Mid,2
42294,4,2,3,High,3
42296,4,4,2,High,0
42309,4,4,2,High,6
42313,4,3,3,High,3
42323,4,4,3,High,2
42329,4,4,4,High,8
42347,4,1,1,Mid,10
42360,4,2,3,High,7
42371,4,4,4,High,8
42383,4,4,3,High,2
42394,4,2,4,High,4
42415,4,1,1,Mid,1
42418,4,1,3,Mid,1
42463,4,2,3,High,7
42484,4,3,4,High,6
42495,1,1,4,Low,8
42497,4,3,3,High,2
42509,4,3,1,High,0
42541,4,4,4,High,8
42551,4,1,2,Mid,3
42587,4,3,4,High,3
42595,4,2,3,High,4
42603,1,3,2,Low,1
42611,1,1,1,Low,5
42616,4,4,3,High,2
42621,4,2,4,High,9
42638,4,2,2,Mid,7
42644,1,1,3,Low,10
42665,1,2,4,Low,1
42673,4,1,4,Mid,1
42725,4,3,3,High,7
42740,4,4,4,High,2
42749,4,1,4,Mid,1
42773,4,1,4,Mid,5
42792,4,4,3,High,3
42842,4,3,2,High,2
42851,4,2,2,Mid,1
42858,4,3,4,High,5
42867,1,1,4,Low,1
42885,4,2,2,Mid,1
42900,1,1,1,Low,4
42922,4,4,2,High,1
42936,4,2,2,Mid,5
42951,4,4,4,High,0
42959,1,1,1,Low,4
42977,4,4,2,High,2
42981,4,1,1,Mid,7
42991,4,4,3,High,2
42992,4,4,3,High,2
42994,4,1,1,Mid,1
43010,4,2,3,High,4
43016,4,3,1,High,9
43021,4,3,4,High,4
43029,4,3,4,High,1
43036,4,3,4,High,2
43089,4,4,2,High,8
43106,4,2,3,High,3
43109,4,4,4,High,4
43115,4,4,4,High,0
43130,4,2,4,High,4
43141,4,4,4,High,2
43157,1,2,1,Low,10
43163,4,2,3,High,5
43194,4,4,4,High,0
43198,4,4,3,High,8
43215,4,4,3,High,5
43217,1,3,3,Low,5
43221,4,4,4,High,1
43241,4,2,4,High,7
43248,1,2,2,Low,1
43249,4,4,4,High,8
43281,4,4,4,High,0
43295,1,3,2,Low,7
43313,4,4,4,High,0
43340,4,4,1,High,2
43357,1,2,3,Low,6
43369,4,4,3,High,0
43379,4,4,3,High,8
43380,4,1,3,Mid,1
43398,4,4,2,High,5
43424,4,4,4,High,3
43432,4,3,2,High,7
43441,4,2,2,Mid,5
43447,4,3,2,High,4
43463,4,4,4,High,10
43470,4,1,2,Mid,6
43485,4,4,1,High,0
43487,4,2,1,Mid,5
43489,1,2,1,Low,5
43504,4,1,3,Mid,1
43522,1,1,2,Low,7
43524,4,4,4,High,8
43550,1,1,1,Low,5
43594,4,3,2,High,9
43595,4,4,4,High,8
43599,4,1,2,Mid,4
43602,4,4,4,High,0
43611,4,2,3,High,2
43621,4,1,4,Mid,1
43637,4,1,4,Mid,6
43657,1,2,4,Low,2
43659,1,2,4,Low,6
43668,4,2,4,High,2
43675,4,2,1,Mid,1
43681,4,3,4,High,5
43747,4,4,4,High,5
43775,4,4,1,High,8
43792,4,4,4,High,2
43810,4,2,2,Mid,3
43814,1,2,3,Low,2
43839,1,1,1,Low,3
43844,4,2,3,High,6
43858,1,2,2,Low,4
43868,4,3,1,High,10
43870,4,4,3,High,8
43875,4,4,4,High,0
43877,1,1,4,Low,4
43896,1,1,2,Low,1
43902,4,2,4,High,1
43904,4,3,2,High,4
43924,4,2,4,High,4
43946,4,4,2,High,0
43947,4,4,1,High,5
43966,1,2,4,Low,1
43977,4,4,2,High,0
43998,4,4,1,High,0
44005,4,1,3,Mid,1
44012,1,3,4,Low,2
44034,4,4,3,High,0
44047,1,2,3,Low,9
44049,4,3,1,High,4
44057,4,2,1,Mid,1
44068,4,3,3,High,5
44069,4,4,3,High,2
44089,4,3,3,High,3
44096,4,1,3,Mid,9
44102,4,4,1,High,0
44107,4,2,3,High,2
44121,1,1,1,Low,3
44128,4,3,1,High,10
44131,1,4,1,Mid,2
44133,4,4,2,High,0
44155,1,2,3,Low,3
44159,4,4,3,High,2
44174,4,1,1,Mid,4
44189,4,3,3,High,4
44210,4,2,2,Mid,2
44252,4,1,2,Mid,3
44269,4,3,4,High,3
44320,4,4,4,High,5
44336,4,1,1,Mid,1
44346,4,3,3,High,6
44350,4,4,3,High,0
44370,4,3,3,High,7
44378,1,2,4,Low,4
44380,4,4,3,High,8
44394,4,4,2,High,0
44423,4,1,4,Mid,10
44432,4,4,3,High,0
44435,4,4,2,High,8
44457,4,3,1,High,2
44472,4,2,4,High,4
44474,4,1,1,Mid,9
44480,4,1,3,Mid,4
44483,4,1,1,Mid,4
44491,4,2,1,Mid,1
44497,4,3,1,High,1
44506,4,2,3,High,6
44517,4,1,2,Mid,3
44533,4,2,4,High,4
44543,4,1,1,Mid,4
44563,4,1,1,Mid,3
44592,4,4,1,High,0
44608,4,4,4,High,2
44619,4,3,4,High,7
44635,4,3,3,High,1
44648,4,3,3,High,2
44661,4,1,3,Mid,4
44678,4,4,4,High,0
44724,1,2,3,Low,3
44747,4,1,4,Mid,1
44768,1,2,1,Low,7
44779,4,4,4,High,0
44813,1,2,1,Low,7
44820,1,2,2,Low,3
44847,4,2,3,High,3
44863,4,3,2,High,9
44868,1,3,3,Low,2
44888,4,3,3,High,3
44892,4,4,2,High,0
44898,4,4,2,High,0
44910,4,3,4,High,9
44938,4,2,3,High,5
44968,4,2,3,High,4
44974,4,3,3,High,5
44990,1,2,2,Low,4
44992,4,3,1,High,9
45000,4,3,2,High,2
45017,1,1,1,Low,4
45028,4,3,2,High,3
45037,4,4,3,High,2
45039,4,3,1,High,1
45069,4,1,4,Mid,2
45079,1,1,2,Low,3
45087,4,4,2,High,0
45092,4,4,3,High,0
45093,4,4,4,High,8
45096,4,4,2,High,2
45102,4,3,1,High,1
45106,4,3,2,High,1
45115,1,1,2,Low,7
45140,4,1,4,Mid,5
45149,4,4,2,High,8
45161,4,3,2,High,1
45164,4,3,3,High,1
45165,4,3,1,High,8
45199,4,2,4,High,2
45207,1,2,1,Low,2
45208,4,1,1,Mid,1
45214,4,2,1,Mid,4
45219,4,3,1,High,1
45230,1,2,4,Low,3
45237,4,4,4,High,0
45282,1,2,3,Low,5
45292,4,4,3,High,0
45295,4,1,1,Mid,5
45309,4,4,2,High,0
45311,1,1,3,Low,1
45331,4,4,3,High,2
45334,4,3,4,High,7
45355,4,3,1,High,3
45375,4,1,1,Mid,7
45421,4,4,4,High,4
45432,4,4,3,High,8
45454,4,2,2,Mid,3
45476,4,2,4,High,3
45477,4,4,1,High,2
45481,4,2,2,Mid,5
45487,1,1,1,Low,1
45512,4,2,3,High,3
45518,4,3,1,High,10
45528,4,4,3,High,8
45549,4,4,1,High,2
45550,4,3,4,High,3
45553,4,2,4,High,1
45570,1,1,2,Low,9
45582,4,2,4,High,3
45599,4,3,3,High,5
45606,4,2,1,Mid,4
45620,4,2,2,Mid,1
45627,1,1,1,Low,1
45642,4,1,1,Mid,1
45648,4,4,2,High,2
45685,4,4,2,High,2
45692,4,3,1,High,7
45700,4,4,4,High,0
45702,4,2,4,High,4
45705,1,2,2,Low,3
45712,4,2,3,High,3
45728,4,3,2,High,1
45745,4,4,1,High,2
45748,4,3,2,High,2
45772,4,1,3,Mid,2
45774,4,1,4,Mid,7
45799,4,2,4,High,3
45800,4,2,2,Mid,3
45821,4,3,3,High,3
45835,4,3,1,High,9
45836,1,2,4,Low,4
45850,4,3,3,High,4
45857,4,4,4,High,8
45890,4,2,2,Mid,2
45895,4,1,4,Mid,10
45901,4,2,3,High,5
45906,4,3,2,High,9
45909,4,3,3,High,8
45915,4,2,1,Mid,3
45917,4,4,4,High,8
45924,4,2,4,High,3
45945,1,3,3,Low,5
45952,4,4,3,High,0
45979,1,2,3,Low,3
45980,4,3,2,High,2
46060,1,2,1,Low,7
46071,4,3,3,High,4
46074,4,4,2,High,2
46088,4,3,2,High,2
46122,1,1,1,Low,1
46129,1,3,2,Low,2
46131,4,4,4,High,0
46134,4,2,2,Mid,4
46143,4,4,4,High,8
46150,4,4,3,High,0
46161,4,1,3,Mid,3
46184,1,1,4,Low,3
46185,4,3,4,High,1
46217,1,1,1,Low,4
46234,1,1,2,Low,4
46268,4,1,3,Mid,3
46315,4,1,3,Mid,9
46317,1,2,2,Low,7
46319,4,1,2,Mid,6
46343,4,3,1,High,1
46351,4,3,2,High,5
46358,4,4,4,High,6
46376,4,1,3,Mid,3
46400,4,2,1,Mid,2
46411,4,3,3,High,7
46412,4,4,4,High,3
46413,4,2,2,Mid,7
46421,4,4,3,High,2
46451,1,2,3,Low,3
46494,4,2,4,High,1
46507,4,2,2,Mid,4
46516,4,4,1,High,8
46519,4,3,2,High,1
46537,1,2,1,Low,7
46538,1,1,3,Low,5
46539,1,2,2,Low,4
46540,4,1,4,Mid,4
46545,4,3,2,High,7
46548,1,1,2,Low,6
46551,4,1,2,Mid,4
46556,4,2,1,Mid,10
46557,4,2,3,High,5
46565,4,4,1,High,0
46578,4,4,4,High,2
46580,4,2,1,Mid,2
46591,1,2,2,Low,3
46605,4,2,3,High,1
46609,4,2,1,Mid,4
46610,1,3,2,Low,8
46616,1,1,1,Low,1
46633,1,1,3,Low,7
46638,4,1,1,Mid,1
46642,1,3,3,Low,3
46656,1,1,1,Low,1
46660,4,2,1,Mid,1
46700,1,1,2,Low,5
46707,4,3,2,High,4
46710,4,2,2,Mid,4
46714,1,2,3,Low,3
46722,4,1,4,Mid,1
46724,4,4,1,High,0
46727,4,4,4,High,8
46740,4,2,3,High,3
46759,1,3,3,Low,4
46779,4,2,3,High,3
46788,4,4,4,High,0
46796,1,2,1,Low,1
46799,4,4,3,High,8
46802,4,4,4,High,2
46816,4,3,2,High,2
46835,4,4,4,High,0
46847,4,4,1,High,0
46853,4,4,3,High,0
46860,4,4,1,High,2
46872,4,2,1,Mid,10
46877,4,3,4,High,4
46895,1,2,4,Low,9
46896,4,4,2,High,0
46908,4,3,2,High,7
46911,4,4,4,High,9
46930,1,1,3,Low,7
46953,4,4,3,High,8
46956,1,1,1,Low,1
46977,4,1,2,Mid,3
46983,4,1,1,Mid,1
46986,4,4,4,High,5
46993,4,4,1,High,2
46994,4,1,3,Mid,9
47003,4,2,2,Mid,8
47006,1,2,3,Low,3
47025,4,4,4,High,5
47027,4,2,2,Mid,5
47032,1,1,3,Low,1
47034,4,2,1,Mid,9
47050,4,4,3,High,2
47070,4,4,4,High,2
47078,4,4,2,High,8
47114,4,1,4,Mid,3
47115,4,3,4,High,3
47133,4,1,1,Mid,9
47138,4,3,3,High,3
47140,4,3,2,High,8
47173,4,3,2,High,6
47193,4,4,3,High,8
47203,4,3,4,High,5
47223,4,1,3,Mid,3
47236,4,4,4,High,8
47249,4,1,4,Mid,2
47271,4,4,3,High,8
47286,4,4,2,High,2
47296,4,2,2,Mid,3
47299,1,1,1,Low,5
47306,4,4,4,High,0
47309,4,4,4,High,3
47342,4,1,4,Mid,4
47354,4,1,1,Mid,4
47358,4,2,2,Mid,3
47369,4,4,4,High,8
47374,4,3,2,High,3
47377,4,2,4,High,7
47379,1,1,1,Low,1
47381,1,2,1,Low,7
47413,4,4,4,High,0
47424,4,3,2,High,9
47426,4,1,3,Mid,5
47440,1,1,3,Low,5
47445,4,2,3,High,9
47458,1,1,1,Low,1
47502,4,2,2,Mid,1
47507,4,2,1,Mid,1
47509,1,1,1,Low,4
47515,1,1,3,Low,7
47552,4,3,4,High,9
47565,1,2,1,Low,7
47578,4,2,1,Mid,5
47580,1,1,4,Low,5
47583,4,2,3,High,5
47584,1,1,2,Low,9
47588,4,3,3,High,2
47602,4,3,3,High,3
47607,4,4,1,High,0
47617,4,3,4,High,4
47645,4,2,2,Mid,3
47654,1,1,4,Low,1
47665,4,2,4,High,7
47698,4,3,3,High,5
47699,4,3,2,High,4
47718,1,1,1,Low,2
47725,4,3,2,High,10
47734,4,2,4,High,6
47735,4,4,4,High,2
47738,4,2,4,High,2
47774,4,1,3,Mid,3
47798,4,3,1,High,9
47810,4,3,4,High,2
47819,4,3,1,High,7
47827,4,4,3,High,0
47832,4,3,4,High,10
47838,4,1,3,Mid,5
47856,4,4,4,High,2
47861,4,3,3,High,8
47873,4,4,4,High,8
47890,4,2,1,Mid,7
47902,4,4,4,High,8
47911,4,2,2,Mid,10
47936,4,3,4,High,5
47959,4,4,1,High,0
47961,4,4,3,High,0
47976,1,3,4,Low,3
48001,4,1,4,Mid,7
48004,4,4,4,High,0
48013,4,3,3,High,7
48016,4,2,2,Mid,4
48020,4,1,3,Mid,2
48028,4,4,1,High,0
48031,1,2,2,Low,1
48048,4,1,3,Mid,1
48058,4,4,2,High,2
48062,4,1,1,Mid,9
48085,4,3,3,High,6
48098,4,1,1,Mid,2
48119,4,1,2,Mid,4
48124,4,3,4,High,6
48135,4,1,1,Mid,2
48159,4,4,2,High,0
48166,4,2,1,Mid,4
48173,4,2,2,Mid,2
48180,4,1,2,Mid,4
48194,4,1,2,Mid,3
48195,4,3,4,High,7
48200,4,4,3,High,8
48217,4,1,1,Mid,4
48220,1,1,4,Low,3
48233,4,2,1,Mid,5
48238,4,4,4,High,0
48245,1,3,3,Low,3
48250,4,3,3,High,2
48254,4,3,4,High,4
48258,1,3,2,Low,4
48275,4,3,3,High,1
48300,4,3,4,High,9
48304,4,3,2,High,7
48323,4,4,4,High,0
48334,4,3,4,High,1
48342,4,2,4,High,10
48349,1,2,1,Low,6
48375,4,4,3,High,0
48390,4,3,3,High,1
48401,1,1,1,Low,1
48413,4,4,2,High,0
48432,4,4,2,High,2
48446,4,3,3,High,3
48449,4,4,3,High,8
48463,4,4,3,High,3
48465,4,4,2,High,0
48473,4,1,2,Mid,1
48479,4,4,1,High,2
48481,4,1,1,Mid,2
48490,4,4,3,High,2
48522,1,2,1,Low,10
48529,4,4,4,High,8
48530,4,1,1,Mid,4
48531,4,1,1,Mid,1
48553,4,1,3,Mid,4
48558,4,4,3,High,2
48563,1,2,3,Low,10
48579,4,3,4,High,5
48620,4,2,2,Mid,1
48645,4,2,3,High,5
48650,4,3,2,High,3
48652,4,4,2,High,8
48655,4,3,2,High,4
48662,4,2,3,High,9
48685,1,3,1,Low,10
48693,4,4,3,High,0
48694,4,4,3,High,2
48713,4,2,1,Mid,3
48714,4,3,1,High,1
48732,4,3,3,High,5
48753,4,2,2,Mid,4
48760,1,2,4,Low,4
48764,4,3,2,High,7
48788,4,3,4,High,2
48791,4,4,4,High,0
48797,1,1,4,Low,3
48807,4,2,1,Mid,4
48810,1,2,4,Low,5
48823,1,1,3,Low,5
48853,4,4,3,High,8
48872,4,4,4,High,0
48894,4,2,1,Mid,2
48900,4,2,2,Mid,4
48915,4,3,3,High,4
48917,4,1,2,Mid,1
48924,4,4,3,High,2
48935,4,4,3,High,5
48950,4,3,3,High,4
48952,4,3,2,High,7
48993,4,4,3,High,8
48994,1,1,1,Low,1
48997,4,4,3,High,0
49005,4,3,2,High,4
49010,4,4,3,High,8
49016,4,3,4,High,3
49022,4,4,1,High,8
49026,1,2,2,Low,3
49092,4,2,1,Mid,2
49094,4,1,4,Mid,6
49125,4,1,1,Mid,1
49136,4,4,3,High,8
49137,4,2,2,Mid,5
49145,4,3,1,High,7
49149,4,2,3,High,5
49153,4,4,3,High,0
49161,4,2,3,High,1
49174,4,4,3,High,8
49200,4,3,3,High,1
49205,4,4,3,High,5
49222,1,2,3,Low,2
49225,4,1,1,Mid,7
49245,4,3,2,High,4
49246,4,4,4,High,2
49261,4,3,2,High,1
49267,4,4,3,High,4
49284,1,3,2,Low,2
49285,4,2,3,High,4
49289,4,3,4,High,1
49301,1,3,3,Low,3
49307,4,4,2,High,8
49308,4,2,3,High,5
49326,4,1,4,Mid,3
49331,1,1,2,Low,6
49343,4,2,4,High,3
49386,4,3,3,High,3
49387,4,4,3,High,0
49388,4,2,1,Mid,1
49398,1,1,4,Low,9
49420,4,1,1,Mid,1
49421,1,1,3,Low,4
49433,4,4,2,High,0
49436,4,4,4,High,6
49443,1,2,2,Low,4
49480,1,3,2,Low,1
49499,4,3,3,High,1
49505,1,2,1,Low,2
49531,4,4,2,High,0
49536,4,2,3,High,6
49541,4,1,1,Mid,1
49542,4,4,1,High,8
49569,4,4,2,High,8
49586,4,2,3,High,1
49589,4,2,2,Mid,5
49602,4,3,1,High,1
49604,1,2,4,Low,3
49609,4,2,4,High,4
49617,4,1,4,Mid,5
49619,4,2,4,High,4
49628,4,4,1,High,0
49658,4,1,2,Mid,5
49659,4,4,4,High,2
49673,1,1,1,Low,7
49690,4,4,3,High,0
49699,1,2,2,Low,6
49704,4,1,3,Mid,6
49705,4,1,4,Mid,3
49730,1,3,3,Low,3
49739,1,2,2,Low,1
49759,1,2,2,Low,2
49762,4,1,4,Mid,4
49776,4,3,4,High,4
49782,4,3,3,High,3
49786,4,1,4,Mid,9
49808,4,1,3,Mid,3
49812,4,2,4,High,1
49824,4,3,3,High,1
49850,4,2,4,High,9
49854,4,1,2,Mid,1
49855,4,4,2,High,2
49861,1,1,1,Low,6
49880,4,4,3,High,8
49888,4,3,2,High,9
49889,4,4,2,High,3
49901,4,4,3,High,8
49927,4,4,1,High,0
49973,1,1,3,Low,3
49982,4,1,3,Mid,10
49985,4,3,4,High,7
50005,4,1,4,Mid,4
50006,4,1,4,Mid,2
50031,4,2,2,Mid,2
50046,4,1,2,Mid,10
50061,4,3,2,High,8
50085,4,3,2,High,2
50093,4,2,2,Mid,5
50152,4,3,2,High,5
50172,4,4,2,High,2
50181,1,3,3,Low,5
50194,1,2,1,Low,5
50212,4,3,1,High,7
50234,4,4,3,High,2
50238,4,3,1,High,7
50280,4,3,3,High,3
50287,4,3,3,High,1
50289,4,3,4,High,3
50329,4,2,2,Mid,3
50344,4,2,2,Mid,2
50361,1,1,2,Low,5
50407,1,1,2,Low,8
50412,4,3,1,High,5
50421,4,4,3,High,0
50423,4,4,4,High,2
50452,4,4,1,High,0
50454,4,3,2,High,3
50465,4,1,2,Mid,3
50474,1,2,2,Low,4
50477,4,3,1,High,9
50481,4,3,1,High,0
50498,4,2,4,High,3
50511,4,1,1,Mid,4
50513,4,2,2,Mid,5
50515,1,1,1,Low,9
50531,4,4,3,High,5
50536,4,2,2,Mid,4
50561,4,3,2,High,2
50562,4,4,3,High,2
50563,4,2,4,High,4
50582,4,2,2,Mid,5
50584,4,4,1,High,0
50618,4,3,2,High,2
50628,4,3,1,High,9
50630,4,2,3,High,3
50635,4,2,1,Mid,2
50648,1,2,2,Low,1
50706,4,4,3,High,8
50709,4,2,1,Mid,1
50725,4,1,1,Mid,1
50726,4,3,4,High,4
50740,4,2,1,Mid,9
50741,4,4,3,High,0
50742,4,2,2,Mid,5
50744,4,1,4,Mid,4
50781,4,4,2,High,2
50783,4,3,4,High,5
50784,4,3,3,High,3
50817,4,4,1,High,5
50854,4,4,4,High,0
50867,4,3,3,High,1
50873,4,1,3,Mid,1
50874,4,3,4,High,5
50881,4,3,1,High,0
